staId,staRetId,staProductName,staBreadcrumb,staOptionName,staChildIdentifier,staParentIdentifier,staUrlId,staPartNumber,staImageCount,staDescription,staMainImage,staShippingWeight,staShippingWeightUnit,staBestSeller1,staBestSeller2,staBestSeller3,staFirstAvailable,staBrand,staItemWeight,staItemWeightUnit,staDimensions,staDimensionsUnit,staAplus,staLastCrawl
304,1,"Expert Sleepers FH-1 FaderHost USB MIDI Host Eurorack Module w/ 4 Cables","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01M5J4K1X,B01M5J4K1X,465,"FH-1 BUNDLE",1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71ZoraeHTQL._SL1500_.jpg,1,pounds,"#429,246 in Musical Instruments (See Top 100 in Musical Instruments)","#1,165 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-11-01,"Expert Sleepers",1,pounds,NULL,inches,0,351
305,1,"4MS RCD Rotating Clock Divider V2 Eurorack Synth Module","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01M3XOK2C,B01M3XOK2C,467,"RCD Rotating Clock Divider",3,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61-8BwNlL8L._SL1500_.jpg,1,pounds,"#362,822 in Musical Instruments (See Top 100 in Musical Instruments)","#988 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-11-01,"4MS Company",1,pounds,NULL,inches,0,352
307,1,"Pittsburgh Modular Structure EP-360 Eurorack Enclosure w/ 8 Cables","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01M028L5J,B01M028L5J,469,"EP-360 Lifeform Enclosure BUNDLE",5,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/81PZvkjRV0L._SL1500_.jpg,110,pounds,"#419,697 in Musical Instruments (See Top 100 in Musical Instruments)","#1,137 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-10-06,"Pittsburgh Modular",110,pounds,NULL,inches,0,354
308,1,"Korg M50 88 Key Weighted Action Workstation with USB MIDI, SD card (Certified Refurbished)","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01LYLT7DJ,B01LYLT7DJ,470,"[!Error: part_number Not Found]",1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/51OINh7xgOL._SL1000_.jpg,58,pounds,"#615,080 in Musical Instruments (See Top 100 in Musical Instruments)","#1,649 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-09-23,Korg,58,pounds,NULL,inches,0,355
309,1,"Dave Smith OB-6 Desktop Analog Synth Module","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01LWBQXEV,B01LWBQXEV,471,OB6MODULE,5,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71q0Tnm6m3L._SL1215_.jpg,0,"[!Error: shipping_weight_unit Could Not Parse]","#614,574 in Musical Instruments (See Top 100 in Musical Instruments)","#1,642 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-09-10,"Dave Smith",0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,356
310,1,"Pittsburgh Modular Lifeforms KB-1 Pressure Sensitive Keyboard Controller w/ 4 Cables","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01J6LC470,B01J6LC470,472,"Lifeforms KB-1 BUNDLE",1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71o58F15NkL._SL1500_.jpg,3,pounds,"#340,155 in Musical Instruments (See Top 100 in Musical Instruments)","#919 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-07-27,"Pittsburgh Modular",3,pounds,NULL,inches,0,357
311,1,"WMD PM Channels Performance Mixer Expansion Synth Module w/ 4 Cables and Polish","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07MFT7492,B07MFT7492,479,"[!Error: part_number Not Found]",1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/716V%2BYazzXL._SL1500_.jpg,2,pounds,"[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2018-12-06,WMD,2,pounds,NULL,inches,0,358
312,1,"WMD PM-DB25 Direct Outs for Performance Mixer w/Splliter and Cleaning Cloth","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07MFBRYC6,B07MFBRYC6,480,"[!Error: part_number Not Found]",1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61Oo6fxrXbL._SL1500_.jpg,2,pounds,"[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2018-12-06,WMD,2,pounds,NULL,inches,0,359
313,1,"Prophet 12 Synthesizer - Limited Edition White","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07M5M5XPM,B07M5M5XPM,481,"[!Error: part_number Not Found]",6,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/81SR4jmc%2BgL._SL1500_.jpg,0,"[!Error: shipping_weight_unit Could Not Parse]","[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2018-11-15,"Dave Smith Instruments",0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,360
314,1,"Roland PKG FA-08 88-key Weighted-action Music Workstation – Package Bundle with Roland DP-10 Damper Pedal, EMIC800, 3x QTQ Cables, RCA-Aux Cable, and Free Black Headphones & Mobile Bracket","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07L8NVWSC,B07L8NVWSC,482,PK1LCW495,7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71EJ3odB2tL._SL1500_.jpg,50,pounds,"[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2018-12-03,"Roland PKG",50,pounds,NULL,inches,0,361
315,1,"Roland PKG FA-08 88-key Weighted-action Music Workstation – Package Bundle with Roland DP-10 Damper Pedal, EMIC800, 3x QTQ Cables, RCA-Aux Cable, and Free Blue Headphones & Mobile Bracket","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07L8MQFM2,B07L8MQFM2,483,PK1LCW496,7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71k34z-S0FL._SL1500_.jpg,50,pounds,"[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2018-12-03,"Roland PKG",50,pounds,NULL,inches,0,362
316,1,"Roland PKG FA-08 88-key Weighted-action Music Workstation – Package Bundle with Roland DP-10 Damper Pedal, EMIC800, 3x QTQ Cables, RCA-Aux Cable, and Free Gemini Headphones & Mobile Bracket","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07L8MBTLH,B07L8MBTLH,484,PK1LCW497,7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71y-6HGTFVL._SL1500_.jpg,50,pounds,"[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2018-12-03,"Roland PKG",50,pounds,NULL,inches,0,363
317,1,"Malekko Manther (w/64-Step Sequencer) Tabletop Monosynth w/ 8 Cables, Polish Clo","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07L7159QN,B07L7159QN,485,"[!Error: part_number Not Found]",1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61FTp8bSc5L._SL1500_.jpg,7,pounds,"[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2018-12-06,Malekko,7,pounds,NULL,inches,0,364
320,1,"Roland PKG FA-08 88-key Weighted-action Music Workstation – Package Bundle with EMIC800 Microphone, 3x QTQ Cables, RCA-Aux Cable, and Free Red Headphones & Mobile Bracket","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07L39G3MS,B07L39G3MS,488,PK1LCW465,7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71fEAgR4rbL._SL1500_.jpg,50,pounds,"[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2018-12-03,"Roland PKG",50,pounds,NULL,inches,0,367
321,1,"Roland PKG FA-08 88-key Weighted-action Music Workstation – Package Bundle with 4x QTQ Cables, RCA-Aux Cable, and Free Red Headphones & Mobile Bracket","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07L39577Z,B07L39577Z,489,PK1LCW467,7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71x2N3dVG5L._SL1500_.jpg,60,pounds,"[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2018-12-03,"Roland PKG",50,pounds,NULL,inches,0,368
322,1,"Roland PKG FA-08 88-key Weighted-action Music Workstation with Free Orange EMB Rechargeable Speaker","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07L37XQ69,B07L37XQ69,492,PK1LCW469,6,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71U-LyFnXBL._SL1500_.jpg,50,pounds,"[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2018-12-03,"Roland PKG",50,pounds,NULL,inches,0,369
323,1,"Roland PKG FA-08 88-key Weighted-action Music Workstation – Package Bundle with Roland DP-10 Damper Pedal, Microphone Stand, 4x QTQ Cables, RCA-Aux Cable, and Free Red Headphones & Mobile Bracket","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07L37RNB2,B07L37RNB2,493,PK1LCW464,7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71oTxcRGDKL._SL1500_.jpg,60,pounds,"[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2018-12-03,"Roland PKG",60,pounds,NULL,inches,0,370
324,1,"Roland PKG FA-08 88-key Weighted-action Music Workstation – Package Bundle with Roland DP-10 Damper Pedal, 4x QTQ Cables, RCA-Aux Cables, and Free Red Headphones & Mobile Bracket","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07L37L46V,B07L37L46V,494,PK1LCW462,7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71-VJLga%2BPL._SL1500_.jpg,50,pounds,"[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2018-12-03,"Roland PKG",50,pounds,NULL,inches,0,371
325,1,"Roland PKG FA-08 88-key Weighted-action Music Workstation with Free Yellow EMB Rechargeable Speaker","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07L37GFXG,B07L37GFXG,495,PK1LCW468,6,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71nnrqLiRbL._SL1500_.jpg,50,pounds,"[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2018-12-03,"Roland PKG",50,pounds,NULL,inches,0,372
326,1,"Roland PKG FA-08 88-key Weighted-action Music Workstation – Package Bundle with Roland DP-10 Damper Pedal, EMIC800, Microphone Stand, 3x QTQ Cable, RCA-Aux Cable, and Free Headphones & Mobile Bracket","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07L36GTCL,B07L36GTCL,496,PK1LCW463,7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71GIF6N5yiL._SL1500_.jpg,60,pounds,"[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2018-12-03,"Roland PKG",60,pounds,NULL,inches,0,373
327,1,"Roland PKG FA-08 88-key Weighted-action Music Workstation – Package Bundle with EMIC800 Microphone, Microphone Stand, 3x QTQ Cables, RCA-Aux Cable, and Free Red Headphones & Mobile Bracket","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07L367T4B,B07L367T4B,497,PK1LCW466,7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71noTIjOzPL._SL1500_.jpg,60,pounds,"[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2018-12-03,"Roland PKG",60,pounds,NULL,inches,0,374
328,1,"Roland PKG FA-08 88-key Weighted-action Music Workstation – Package Bundle with Roland DP-10 Damper Pedal, EMIC800, 3x QTQ Cables, RCA-Aux Cable, and Free Red Headphones & Mobile Bracket","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07L35HZ93,B07L35HZ93,498,PK1LCW461,7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71Xh4UtpG7L._SL1500_.jpg,50,pounds,"[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2018-12-03,"Roland PKG",50,pounds,NULL,inches,0,375
329,1,"Tiptop Audio uZeus 4HP PSU with Flying Bus Board w/ 1000mA uZeus Adapter and Pol","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07KYWZRD1,B07KYWZRD1,499,"[!Error: part_number Not Found]",1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/613PkLWOx6L._SL1500_.jpg,2,pounds,"[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2018-11-05,"Tiptop Audio",2,pounds,NULL,inches,0,376
330,1,"Arturia MicroBrute 25-mini-key Monophonic Analog Synthesizer and Microfiber","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07KXC644Y,B07KXC644Y,500,MicroBrute,4,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61oRGgiJh-L._SL1200_.jpg,6,pounds,"[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2018-11-27,Arturia,4,pounds,NULL,inches,0,377
331,1,"Arturia MINIBRUTE 2S Semi-Modular Monophonic Analog Synthesizer and Microfiber","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07KXBVPM9,B07KXBVPM9,501,"Minibrute 2S",3,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61jFZXwm4YL._SL1200_.jpg,11,pounds,"[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2018-11-27,Arturia,8,pounds,NULL,inches,0,378
333,1,"Mutable Instruments Yarns Midi to CV Interface and Sequencer Arpeggiator Eurorack Synth Module w/ 4 Cables","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01DOKVVZA,B01DOKVVZA,509,"YARNS BUNDLE",2,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71vMQ8g2FZL._SL1500_.jpg,1,pounds,"#71,185 in Musical Instruments (See Top 100 in Musical Instruments)","#119 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-03-09,"Mutable Instruments",1,pounds,NULL,inches,0,380
334,1,"Yamaha MX88 Full-Size 88 Key Graded Hammer Standard Synthesizer Controller with 1000+ MOTIF XS Sounds, VCM FX Engine, Bundled Software with Keyboard Stand, Keyboard Cover, Headphone and Keyboard Cloth","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B0781QF1DJ,B0781QF1DJ,510,"[!Error: part_number Not Found]",7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71UeanTyClL._SL1500_.jpg,52,pounds,"#71,706 in Musical Instruments (See Top 100 in Musical Instruments)","#121 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2017-12-09,Yamaha,0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,381
335,1,"Moog Moogerfooger Rack Mount Kit","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B00782HSGW,B00782HSGW,511,RM-KIT-0002,1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/81L7K%2BzEssL._SL1500_.jpg,4,pounds,"#86,619 in Musical Instruments (See Top 100 in Musical Instruments)","#152 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2012-07-18,"Moog Music Inc.",4,pounds,NULL,"[!Error: dimensions_unit Not Found]",0,382
336,1,"Yamaha 512 MB Flash Board For MOTIF XF and TYROS4","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B0049P23Y8,B0049P23Y8,512,FL512M,1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/91x0IIXeG6L._SL1500_.jpg,3,ounces,"#46,598 in Musical Instruments (See Top 100 in Musical Instruments)","#78 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2010-10-25,Yamaha,3,ounces,NULL,inches,0,383
337,1,"Moog Werkstatt-01 - Analog Synthesizer Kit","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B00V5BP2H4,B00V5BP2H4,513,WERKSTATT-01,3,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/713-UEtGMvL._SL1500_.jpg,2,pounds,"#45,826 in Musical Instruments (See Top 100 in Musical Instruments)","#92 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2014-06-30,Moog,2,pounds,NULL,inches,0,384
338,1,"Synthrotek Passive Mult DIY Kit","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07BT1KFPJ,B07BT1KFPJ,514,"[!Error: part_number Not Found]",2,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61AqvROfCGL._SL1000_.jpg,4,ounces,"#74,993 in Musical Instruments (See Top 100 in Musical Instruments)","#127 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2018-03-29,Synthrotek,0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,385
340,1,"Roland JD-Xi USB MIDI Synthesizer Bundled with Samson SR350 Closed-Back Headphones, Hosa CPP-202 Stereo Interconnect Cable, CPP-103 Unbalanced Audio Cable, Blucoil 5-Ft MIDI Cable, and 5 Cable Ties","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07MKYJ5NQ,B07MKYJ5NQ,517,"[!Error: part_number Not Found]",7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/815gjnmM6IL._SL1500_.jpg,9,pounds,"#56,950 in Musical Instruments (See Top 100 in Musical Instruments)","#90 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2018-12-31,blucoil,9,pounds,NULL,"[!Error: dimensions_unit Not Found]",0,388
341,1,"Korg Volca Digital Sample Sequencer Bundle with Korg Volca Mix and Austin Bazaar Polishing Cloth","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07BC6G6PK,B07HQ948LD,520,VOLCASAMPLE-COMBO-PRO,3,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/81gkeTur0fL._SL1500_.jpg,4,pounds,"#103,046 in Musical Instruments (See Top 100 in Musical Instruments)","#194 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2018-03-10,Korg,4,pounds,NULL,"[!Error: dimensions_unit Not Found]",0,389
342,1,"Novation MiniNova 37-Mini-Key Analog Modeling Synthesizer W/Deluxe Bundle, Samson Stereo Headphone, Cables, and FiberTique Cleaning Cloth","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B06X19F4Y7,B06X19F4Y7,521,PS-MININOVA,6,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/813%2B7oYyABL._SL1500_.jpg,12,pounds,"#83,404 in Musical Instruments (See Top 100 in Musical Instruments)","#142 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2017-02-14,"Photo Savings",12,pounds,NULL,"[!Error: dimensions_unit Not Found]",0,390
343,1,"Arturia MiniBrute 2S Semi-modular Analog Sequencing Synthesizer with Microfiber and Free EverythingMusic 1 Year Extended Warranty","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07F289LC6,B07F289LC6,522,"MiniBrute 2S",5,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71xK9g7-5IL._SL1000_.jpg,11,pounds,"#94,912 in Musical Instruments (See Top 100 in Musical Instruments)","#177 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2018-06-26,Arturia,8,pounds,NULL,inches,0,391
344,1,"Mutable Instruments Stages ASR envelope, complex 6-stage envelope, LFO, 4-step s","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07CJKNZDH,B07CJKNZDH,523,"[!Error: part_number Not Found]",1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61M-w4b3GML._SL1500_.jpg,11,ounces,"#17,097 in Musical Instruments (See Top 100 in Musical Instruments)","#33 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2018-04-13,"Mutable Instruments",14,ounces,NULL,inches,0,392
346,1,"Roland Synthesizer (SYSTEM-8)","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01LW9KEE8,B07FDBNNB2,525,SYSTEM-8,6,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71u%2BqiMOwkL._SL1500_.jpg,20,pounds,"#86,430 in Musical Instruments (See Top 100 in Musical Instruments)","#150 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-09-10,Roland,13,pounds,NULL,inches,1,394
347,1,"Moog 110V Etherwave Power Supply","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B00564HYDG,B00564HYDG,526,TRN-01-000-0001,1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61O3hNPIftL._SL1000_.jpg,11,ounces,"#90,218 in Musical Instruments (See Top 100 in Musical Instruments)","#161 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2018-06-26,"Moog Music Inc.",11,ounces,NULL,"[!Error: dimensions_unit Not Found]",0,395
349,1,"Roland GAIA SH-01 Synthesizer","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B003IJ9DSK,B073YDQFT3,528,SH-01,3,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71JnV0QYRtL._SL1500_.jpg,14,pounds,"#32,934 in Musical Instruments (See Top 100 in Musical Instruments)","#57 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2010-04-21,Roland,10,pounds,NULL,inches,1,397
350,1,"Tiptop Audio Happy Ending Kit - Black","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01I03IAC8,B01I03IAC8,535,"[!Error: part_number Not Found]",2,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61z3UBAKVYL._SL1500_.jpg,10,pounds,"#86,567 in Musical Instruments (See Top 100 in Musical Instruments)","#151 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-07-22,"Tiptop Audio",10,pounds,NULL,inches,0,398
351,1,"Waldorf Blofeld Synthesizer","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B0011P8ICA,B0011P8ICA,536,"Blofeld Module",3,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/716uD-zDBoL._SL1500_.jpg,5,pounds,"#39,083 in Musical Instruments (See Top 100 in Musical Instruments)","#70 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2004-04-13,Waldorf,5,pounds,NULL,inches,0,399
352,1,"Roland JUNO-DS88 Synthesizer Bundle with Roland DP-10 Damper Pedal, Adjustable Stand, Bench, Dust Cover, Online Lessons, Austin Bazaar Instructional DVD, and Polishing Cloth","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07CYLMK3Y,B07HRBYC9B,537,JUNODS88-COMBO-PRO-1,3,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/711zKzkiDSL._SL1500_.jpg,0,"[!Error: shipping_weight_unit Could Not Parse]","#90,318 in Musical Instruments (See Top 100 in Musical Instruments)","#162 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2018-05-08,Roland,0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,400
353,1,"Yamaha MODX7 76-Key Synthesizer (With Double braced Keyboard Stand)","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07JQ411TZ,B07JQ2D624,538,"[!Error: part_number Not Found]",7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/81uJpgWSYVL._SL1500_.jpg,0,"[!Error: shipping_weight_unit Could Not Parse]","#103,623 in Musical Instruments (See Top 100 in Musical Instruments)","#196 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2018-10-25,YamahaBundle,0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,401
354,1,"Casio WK-6600 Workstation Keyboard Bundle with Adjustable Stand, Bench, Sustain Pedal, Power Supply, Austin Bazaar Instructional DVD, and Polishing Cloth","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B074F3MXG5,B07KLCTK3Y,539,WK-6600-COMBO-DLX,7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61d4MPMgy9L._SL1008_.jpg,44,pounds,"#43,985 in Musical Instruments (See Top 100 in Musical Instruments)","#77 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2017-07-31,Casio,44,pounds,NULL,"[!Error: dimensions_unit Not Found]",0,402
355,1,"Mutable Instruments Plaits Synth Module","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07DP44511,B07DP44511,540,"[!Error: part_number Not Found]",1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71oGJ0ixqkL._SL1500_.jpg,1,pounds,"#32,734 in Musical Instruments (See Top 100 in Musical Instruments)","#56 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2018-03-15,"Mutable Instruments",1,pounds,NULL,inches,0,403
356,1,"Roland SP-404A Linear Wave Sampler","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B075K1YJQG,B075K1YJQG,541,SP-404A,7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71jXjxeX4KL._SL1000_.jpg,5,pounds,"#87,821 in Musical Instruments (See Top 100 in Musical Instruments)","#155 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2017-09-11,Roland,3,pounds,NULL,inches,0,404
357,1,"Mutable Instruments Links Multiples and Mixing Utilities Eurorack Module","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B00X4KQ9RG,B00X4KQ9RG,542,Links,5,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/51Ie5dJKfHL._SL1200_.jpg,5,ounces,"#86,733 in Musical Instruments (See Top 100 in Musical Instruments)","#153 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2015-05-04,"Mutable Instruments",1,pounds,NULL,inches,0,405
